,Player,Team,Position,Age,Images,Team_Logo,Allstar_Prob
28,Drake Powell,BRK,SG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642962.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,0.0577999481456789
41,Jase Richardson,ORL,SG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642859.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,0.05642561217403186
88,Tyrese Proctor,CLE,PG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642878.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,0.05642561217403186
33,Hugo González,BOS,SF,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642864.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.05642561217403186
29,Dylan Cardwell,SAC,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642928.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.055033508236381846
70,Mohamed Diawara,NYK,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642885.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.05365917226473482
76,Noah Penda,ORL,SF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642869.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,0.05137205291440339
10,Ben Saraf,BRK,SG,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642879.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,0.048495244669196275
74,Nique Clifford,SAC,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642363.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.048495244669196275
9,Asa Newell,ATL,PF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642854.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,0.045728804759899225
96,Yanic Konan Niederhäuser,LAC,C,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642949.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.045728804759899225
13,Caleb Love,POR,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631126.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,0.04309375864659225
71,Moussa Cisse,DAL,C,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630619.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,0.04309375864659225
49,Joan Beringer,MIN,PF,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642866.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.04215662915626884
80,Rasheer Fleming,PHO,PF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642853.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.03939018924697178
56,Kobe Sanders,LAC,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642920.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.036755143133664805
73,Nikola Topić,OKC,PG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642260.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.036755143133664805
95,Yang Hansen,POR,C,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642905.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,0.036755143133664805
93,Will Richard,GSW,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642954.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.036755143133664805
85,Sion James,CHO,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642883.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.03290542142680024
61,Liam McNeeley,CHO,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642862.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.028322188430145157
60,Lachlan Olbrich,CHI,C,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642950.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,0.026844815366194173
40,Jamir Watkins,WAS,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642364.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,0.025687142316838173
19,Chucky Hepburn,TOR,PG,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642935.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.025687142316838173
78,Phillip Wheeler,PHI,PF,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630762.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.025687142316838173
72,Myron Gardner,MIA,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642066.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.02183742060997361
82,Rocco Zikarsky,MIN,C,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642911.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.019626536256232112
8,Armel Traoré,LAL,SF,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642422.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.019626536256232112
89,Ulrich Chomche,TOR,PF,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642279.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.015776814549367548
51,Johni Broome,PHI,C,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641780.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.015776814549367548
63,Marcus Bagley,PHI,SF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630542.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.015776814549367548
46,Jazian Gortman,DAL,PG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641789.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,0.012386984040892973
44,Jaylen Martin,2TM,SF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641798.png,,0.012386984040892973
38,Jahmyl Telfort,LAC,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643141.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.0084148513591835
69,Miles Norris,BOS,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641936.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0084148513591835
79,Quincy Olivari,LAL,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642439.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0084148513591835
54,Keion Brooks Jr.,NOP,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631232.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0084148513591835
24,Damion Baugh,CHO,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641878.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0084148513591835
1,Adou Thiero,LAL,SF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642876.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0084148513591835
11,Brooks Barnhizer,OKC,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642964.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.006142124086456228
26,David Jones García,SAS,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642357.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,0.005025020850708924
86,Taelon Peter,IND,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643007.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.005025020850708924
4,Alex Reese,2TM,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642024.png,,0.005025020850708924
45,Jaylen Sims,CHO,SG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631301.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.005025020850708924
35,Hunter Sallis,PHI,SG,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642282.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.005025020850708924
2,Alex Antetokounmpo,MIL,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630828.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.005025020850708924
39,Jalen Bridges,PHO,SF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641779.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.005025020850708924
67,Micah Peavy,NOP,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642877.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.005025020850708924
97,Yuri Collins,GSW,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641879.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.0045175854104243926
22,Curtis Jones,DEN,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642938.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0027522935779816515
68,Miles Kelly,DAL,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642939.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,0.0027522935779816515
43,Javonte Cooke,POR,SG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631451.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,0.0027522935779816515
3,Alex Ducas,OKC,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642505.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0027522935779816515
34,Hunter Dickinson,NOP,C,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630621.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0027522935779816515
48,Jesse Edwards,MIN,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642399.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0027522935779816515
91,Vladislav Goldin,MIA,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642884.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.0027522935779816515
5,Alijah Martin,TOR,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642918.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0027522935779816515
50,John Tonje,BOS,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642910.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0027522935779816515
6,Amari Williams,BOS,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642873.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0027522935779816515
7,Anton Watson,NYK,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641817.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0027522935779816515
52,Kam Jones,IND,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642880.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0027522935779816515
32,Ethan Thompson,IND,SG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630679.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0027522935779816515
57,Koby Brea,PHO,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642886.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0027522935779816515
59,Kylor Kelley,2TM,C,27.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630283.png,,0.0027522935779816515
62,Liam Robbins,MIL,C,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641857.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.0027522935779816515
81,Reece Beekman,2TM,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641736.png,,0.0027522935779816515
64,Mark Sears,MIL,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641813.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.0027522935779816515
65,Max Shulga,BOS,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642917.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0027522935779816515
23,DaRon Holmes,DEN,PF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641747.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0027522935779816515
12,CJ Huntley,PHO,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643047.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0027522935779816515
16,Chaz Lanier,DET,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642404.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,0.0027522935779816515
17,Chris Mañon,LAL,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643024.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0027522935779816515
18,Chris Youngblood,2TM,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642959.png,,0.0027522935779816515
37,Jackson Rowe,GSW,PF,28.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642050.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.0027522935779816515
36,Jack McVeigh,HOU,PF,28.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629098.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,0.0022727272727272726
