,Player,Team,Position,Age,Images,Team_Logo,Allstar_Prob,Similar_Players
24,Jase Richardson,ORL,SG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642859.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,0.0564256121740318,"Isaiah Joe, Quentin Grimes, Moses Moody"
25,Tyrese Proctor,CLE,PG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642878.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,0.0564256121740318,"Aaron Holiday, Cameron Payne, Kay Felder"
26,Hugo González,BOS,SF,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642864.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0564256121740318,"Devin Vassell, Trey Murphy III, Aaron Nesmith"
27,Dylan Cardwell,SAC,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642928.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.0550335082363818,"Trey Jemison, Gorgui Dieng, Mo Bamba"
28,Mohamed Diawara,NYK,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642885.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0536591722647348,"Cedi Osman, Trey Murphy III, Troy Brown Jr."
29,Noah Penda,ORL,SF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642869.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,0.0513720529144033,"Troy Brown Jr., Devin Vassell, Greg Brown III"
30,Ben Saraf,BRK,SG,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642879.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,0.0484952446691962,"Keon Johnson, Blake Wesley, Jordan Poole"
31,Nique Clifford,SAC,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642363.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.0484952446691962,"Jarrett Culver, Isaac Okoro, Aaron Wiggins"
32,Asa Newell,ATL,PF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642854.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,0.0457288047598992,"Sandro Mamukelashvili, Obi Toppin, Gui Santos"
33,Yanic Konan Niederhäuser,LAC,C,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642949.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.0457288047598992,"Onyeka Okongwu, Johnathan Williams, Charles Bassey"
34,Caleb Love,POR,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631126.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,0.0430937586465922,"Allonzo Trier, Nickeil Alexander-Walker, Josh Christopher"
35,Moussa Cisse,DAL,C,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630619.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,0.0430937586465922,"Gorgui Dieng, Mo Bamba, DeAndre Jordan"
36,Joan Beringer,MIN,PF,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642866.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0421566291562688,"Brandan Wright, Quincy Acy, Jarnell Stokes"
37,Rasheer Fleming,PHO,PF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642853.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0393901892469717,"Lamar Stevens, Nassir Little, Jabari Walker"
38,Kobe Sanders,LAC,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642920.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.0367551431336648,"Payton Pritchard, Ochai Agbaji, Aaron Wiggins"
39,Nikola Topić,OKC,PG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642260.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0367551431336648,"Tim Frazier, Killian Hayes, David Stockton"
40,Yang Hansen,POR,C,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642905.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,0.0367551431336648,"Moritz Wagner, Robert Sacre, Alex Len"
41,Will Richard,GSW,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642954.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.0367551431336648,"Austin Reaves, Cason Wallace, Matisse Thybulle"
42,Sion James,CHO,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642883.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0329054214268002,"Austin Reaves, Evan Turner, Christian Braun"
43,Liam McNeeley,CHO,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642862.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0283221884301451,"Aaron Nesmith, Justin Champagnie, Sidy Cissoko"
44,Lachlan Olbrich,CHI,C,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642950.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,0.0268448153661941,"Orlando Robinson, Marshall Plumlee, Daniel Oturu"
45,Jamir Watkins,WAS,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642364.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,0.0256871423168381,"Lindy Waters III, Tyler Johnson, Aaron Wiggins"
46,Chucky Hepburn,TOR,PG,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642935.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0256871423168381,"Sharife Cooper, Carlik Jones, Ashton Hagans"
47,Phillip Wheeler,PHI,PF,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630762.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.0256871423168381,"Georges Niang, Justin Harper, Craig Brackins"
48,Myron Gardner,MIA,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642066.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.0218374206099736,"Sam Hauser, Jeremy Evans, Royce O'Neale"
49,Rocco Zikarsky,MIN,C,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642911.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0196265362562321,"Charles Bassey, Nic Claxton, Robert Williams"
50,Armel Traoré,LAL,SF,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642422.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0196265362562321,"Yuta Watanabe, Brian Bowen, Nigel Hayes-Davis"
51,Ulrich Chomche,TOR,PF,19.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642279.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0157768145493675,"JT Thor, Alize Johnson, Jalen Smith"
52,Johni Broome,PHI,C,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641780.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.0157768145493675,"Solomon Alabi, Dexter Pittman, Zhou Qi"
53,Marcus Bagley,PHI,SF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630542.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.0157768145493675,"Braxton Key, Jemerrio Jones, Damion James"
54,Jazian Gortman,DAL,PG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641789.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,0.0123869840408929,"Scotty Pippen Jr., Isaiah Canaan, Lindell Wigginton"
55,Jaylen Martin,2TM,SF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641798.png,,0.0123869840408929,"Anthony Lamb, Miye Oni, Jalen McDaniels"
56,Jahmyl Telfort,LAC,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643141.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.0084148513591835,"Pete Nance, Isaiah Roby, Cameron Bairstow"
57,Miles Norris,BOS,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641936.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0084148513591835,"Mamadi Diakite, Alize Johnson, Josh Huestis"
58,Quincy Olivari,LAL,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642439.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0084148513591835,"Jared Harper, Sharife Cooper, Gabe Vincent"
59,Keion Brooks Jr.,NOP,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631232.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0084148513591835,"Braxton Key, Cameron Oliver, Julian Champagnie"
60,Damion Baugh,CHO,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641878.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0084148513591835,"Blake Wesley, Xavier Munford, Keon Johnson"
61,Adou Thiero,LAL,SF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642876.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0084148513591835,"Miye Oni, Chris Livingston, Sidy Cissoko"
62,Brooks Barnhizer,OKC,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642964.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0061421240864562,"Josh Green, Jared Rhoden, Sterling Brown"
63,David Jones García,SAS,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642357.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,0.0050250208507089,"Daniel Hamilton, Leonard Miller, Monte Morris"
64,Taelon Peter,IND,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643007.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0050250208507089,"Brodric Thomas, Donte DiVincenzo, Ben Sheppard"
65,Alex Reese,2TM,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642024.png,,0.0050250208507089,"Freddie Gillespie, Donta Hall, Jamal Cain"
66,Jaylen Sims,CHO,SG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631301.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0050250208507089,"Xavier Moon, Sean Kilpatrick, Xavier Munford"
67,Hunter Sallis,PHI,SG,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642282.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.0050250208507089,"Daryl Macon, Jalen Lecque, Amir Coffey"
68,Alex Antetokounmpo,MIL,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630828.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.0050250208507089,"Thanasis Antetokounmpo, Max Strus, Jordan Nwora"
69,Jalen Bridges,PHO,SF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641779.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0050250208507089,"Doug McDermott, Emoni Bates, Sergey Karasev"
70,Micah Peavy,NOP,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642877.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0050250208507089,"Ben Sheppard, Denzel Valentine, Sterling Brown"
71,Yuri Collins,GSW,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641879.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.0045175854104243,"Pepe Sánchez, Jeremy Lin, Josh Magette"
72,Curtis Jones,DEN,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642938.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0027522935779816,"D.J. Carton, Amir Coffey, Dru Smith"
73,Miles Kelly,DAL,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642939.png,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,0.0027522935779816,"Lindell Wigginton, David Duke Jr., Javonte Smart"
74,Javonte Cooke,POR,SG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631451.png,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,0.0027522935779816,"Pat Connaughton, Jordan Schakel, Vince Williams Jr."
75,Alex Ducas,OKC,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642505.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0027522935779816,"Malcolm Hill, Treveon Graham, DaQuan Jeffries"
76,Hunter Dickinson,NOP,C,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630621.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0027522935779816,"Zhou Qi, Robert Sacre, Darryl Watkins"
77,Jesse Edwards,MIN,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642399.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0027522935779816,"Courtney Sims, Jay Huff, Will Conroy"
78,Vladislav Goldin,MIA,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642884.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.0027522935779816,"Cristiano Felício, Viacheslav Kravtsov, Edy Tavares"
79,Alijah Martin,TOR,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642918.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0027522935779816,"Brodric Thomas, Amir Coffey, Deonte Burton"
80,John Tonje,BOS,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642910.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0027522935779816,"D.J. Carton, Amir Coffey, Shake Milton"
81,Amari Williams,BOS,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642873.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0027522935779816,"Wenyen Gabriel, Okaro White, Mamadi Diakite"
82,Anton Watson,NYK,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641817.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0027522935779816,"Ignas Brazdeikis, Elijah Hughes, Emoni Bates"
83,Kam Jones,IND,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642880.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0027522935779816,"Ron Baker, Ty Jerome, Daishen Nix"
84,Ethan Thompson,IND,SG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630679.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0027522935779816,"Brodric Thomas, C.J. Williams, Kevon Harris"
85,Koby Brea,PHO,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642886.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0027522935779816,"Skylar Mays, Mason Jones, A.J. Green"
86,Kylor Kelley,2TM,C,27.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630283.png,,0.0027522935779816,"Vincent Poirier, Anžejs Pasečņiks, Marshall Plumlee"
87,Liam Robbins,MIL,C,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641857.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.0027522935779816,"Ognjen Kuzmić, Robert Sacre, Darryl Watkins"
88,Reece Beekman,2TM,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641736.png,,0.0027522935779816,"Jevon Carter, Jaylen Adams, Jawun Evans"
89,Mark Sears,MIL,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641813.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.0027522935779816,"Bryce Cotton, Jordan McRae, Patty Mills"
90,Max Shulga,BOS,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642917.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0027522935779816,"Vince Williams Jr., Jamaal Franklin, Tyrese Martin"
91,DaRon Holmes,DEN,PF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641747.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0027522935779816,"Sandro Mamukelashvili, Ron Harper Jr., Gui Santos"
92,CJ Huntley,PHO,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643047.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0027522935779816,"Duncan Robinson, Miye Oni, Adam Mokoka"
93,Chaz Lanier,DET,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642404.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,0.0027522935779816,"Deonte Burton, Joe Wieskamp, Bryn Forbes"
94,Chris Mañon,LAL,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1643024.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0027522935779816,"Dru Smith, Jared Rhoden, Andre Roberson"
95,Chris Youngblood,2TM,SG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642959.png,,0.0027522935779816,"Damyean Dotson, Darrun Hilliard, Isaiah Joe"
96,Jackson Rowe,GSW,PF,28.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642050.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.0027522935779816,"Anthony Gill, Jamal Cain, Mamadi Diakite"
97,Jack McVeigh,HOU,PF,28.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629098.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,0.0022727272727272,"Hunter Tyson, Ish Wainright, Cameron Bairstow"
