,Player,Team,Position,Age,Images,Team_Logo,Allstar_Prob,Similar_Players
13,Oso Ighodaro,PHO,PF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642345.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.1215608465608465,"Pascal Siakam, Larry Nance Jr., Aaron Gordon"
14,Pelle Larsson,MIA,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641796.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.0960748017091154,"Quentin Grimes, Denzel Valentine, Austin Reaves"
15,Tristan Da Silva,ORL,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641783.png,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,0.0778534352849249,"Corey Kispert, Hollis Thompson, Kyle Singler"
16,Tristen Newton,2TM,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641803.png,,0.0731799120271094,"Malik Newman, Dusty Hannahs, Michael Redd"
17,Daniss Jenkins,DET,PG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642450.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,0.0693369959095248,"Sharife Cooper, Kadeem Allen, Avery Bradley"
18,Jaylen Wells,MEM,SG,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642377.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,0.066653817374953,"Ben McLemore, Courtney Lee, DeMar DeRozan"
19,Bub Carrington,WAS,PG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642267.png,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,0.0648782205125343,"Brandon Knight, Keyonte George, Emmanuel Mudiay"
20,Yves Missi,NOP,C,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642274.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0480500847789226,"Tyler Zeller, Walker Kessler, Isaiah Stewart"
21,Adem Bona,PHI,C,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641737.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.046450724523025,"DeAndre Jordan, Isaiah Jackson, Mo Bamba"
22,Ja'Kobe Walter,TOR,SG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642266.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.036963610277814,"Aaron Wiggins, Isaac Okoro, Josh Okogie"
23,Ron Holland,DET,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641842.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,0.0323445718328495,"Al-Farouq Aminu, Austin Daye, Troy Brown Jr."
24,Karlo Matković,NOP,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631255.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0293036439613103,"Donta Hall, Ivan Rabb, Jericho Sims"
25,Zaccharie Risacher,ATL,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642258.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,0.0267817920959958,"Harrison Barnes, Michael Kidd-Gilchrist, Omri Casspi"
26,Tolu Smith,DET,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642449.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,0.0207211860353897,"Johnathan Motley, Day'Ron Sharpe, Adama Sanogo"
27,Zyon Pullin,MEM,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642389.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,0.0199246492388529,"Ashton Hagans, Jordan Goodwin, Jay Huff"
28,Baylor Scheierman,BOS,SG,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631248.png,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,0.0199246492388529,"Josh Green, Sterling Brown, Ben Sheppard"
29,Quinten Post,GSW,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642366.png,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,0.0191218257794921,"Trayce Jackson-Davis, Skal Labissière, Cameron Johnson"
30,Jamal Shead,TOR,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642347.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0134995931031007,"Tyler Ulis, T.J. McConnell, Eric Maynor"
31,Tidjane Salaün,CHO,PF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642275.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0126209704037847,"Nassir Little, Bobby Portis, Omari Spellman"
32,Daeqwon Plowden,ATL,SG,27.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631342.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,0.0122646829223492,"Ricky Council IV, Rakeem Christmas, Garrison Mathews"
33,Branden Carlson,OKC,C,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642382.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0122646829223492,"Jock Landale, Jerome Jordan, Willie Reed"
34,Riley Minix,SAS,SF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642434.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,0.0122646829223492,"Xavier Sneed, Jay Huff, Dariq Whitehead"
35,Cody Williams,UTA,SG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642262.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,0.0122646829223492,"Nik Stauskas, Austin Rivers, Bryce McGowens"
36,Isaiah Stevens,MIA,PG,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641815.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.0122646829223492,"Ashton Hagans, Jermaine Jackson, Jay Huff"
37,Trentyn Flowers,LAC,SF,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642280.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.0122646829223492,"Emoni Bates, Alando Tucker, Gigi Datome"
38,Jared McCain,PHI,SG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642272.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.0122646829223492,"Jaden Hardy, MarShon Brooks, Armoni Brooks"
39,Emanuel Miller,CHI,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641801.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,0.0057638275466419,"Jamal Cain, Jarnell Stokes, Guerschon Yabusele"
40,Spencer Jones,DEN,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642461.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0057638275466419,"Otto Porter Jr., James Jones, Julian Phillips"
41,Ariel Hukporti,NYK,C,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630574.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0057638275466419,"Kai Jones, Ryan Hollins, Orlando Robinson"
42,PJ Hall,DEN,C,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641790.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0057638275466419,"Jerome Jordan, Charles Bassey, Colin Castleton"
43,Nae'Qwan Tomlin,CLE,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641772.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,0.0057638275466419,"Adama Sanogo, Cheick Diallo, James Michael McAdoo"
44,N'Faly Dante,HOU,C,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642368.png,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,0.0057638275466419,"Justin Williams, Jeff Ayres, Olivier Sarr"
45,Tyson Etienne,BRK,PG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630623.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,0.0057638275466419,"Blake Ahearn, Isaiah Canaan, Quinn Cook"
46,Rob Dillingham,MIN,PG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642265.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0057638275466419,"Cameron Payne, Kira Lewis Jr., Tyler Ennis"
47,Harrison Ingram,SAS,SF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631127.png,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,0.0057638275466419,"Paul Watson, Tyrell Terry, Braxton Key"
48,Keshad Johnson,MIA,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642352.png,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,0.0057638275466419,"Jordan Miller, Leonard Miller, Jacob Toppin"
49,Ryan Dunn,PHO,SF,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642346.png,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,0.0057638275466419,"Justin Jackson, Deni Avdija, Kris Murray"
50,Tyler Kolek,NYK,PG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642278.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0057638275466419,"Tre Jones, Shelvin Mack, Jeff Teague"
51,Drew Timme,BRK,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631166.png,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,0.0057638275466419,"Gabriel Deck, Alex Poythress, RaiQuan Gray"
52,Justin Edwards,PHI,SF,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642348.png,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,0.0057638275466419,"Rodions Kurucs, Kris Murray, Justin Jackson"
53,Devin Carter,SAC,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642269.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.0057638275466419,"Kennedy Chandler, Alex Caruso, Scotty Pippen Jr."
54,Enrique Freeman,IND,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642402.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0046209704037847,"Isaiah Hicks, Nick Richards, Jarvis Varnado"
55,Tyler Smith,MIL,PF,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641890.png,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,0.0024851390220517,"Joel Bolomboy, Tyler Cook, Isaiah Mobley"
56,RayJ Dennis,IND,PG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642484.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0024851390220517,"Sundiata Gaines, Spencer Dinwiddie, Cameron Payne"
57,Trey Alexander,DEN,SG,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641725.png,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,0.0024851390220517,"Furkan Korkmaz, Melvin Frazier, Johnny Juzang"
58,KJ Simpson,CHO,PG,23.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642354.png,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,0.0024851390220517,"Frank Mason III, Shabazz Napier, Kira Lewis Jr."
59,Antonio Reeves,NOP,SG,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641810.png,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,0.0024851390220517,"Lindy Waters III, Dakota Mathias, Rayjon Tucker"
60,Bobi Klintman,DET,SF,22.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641752.png,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,0.0024851390220517,"Justin Champagnie, Jacob Toppin, Sidy Cissoko"
61,Jonathan Mogbo,TOR,PF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642367.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0024851390220517,"Gustavo Ayón, Jan Veselý, Gabriel Deck"
62,Johnny Furphy,IND,SG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642277.png,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,0.0024851390220517,"Hamidou Diallo, Max Christie, Sterling Brown"
63,Jaylen Clark,MIN,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641740.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0024851390220517,"Treveon Graham, Ben Sheppard, Álex Abrines"
64,Jamison Battle,TOR,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642419.png,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,0.0024851390220517,"MarJon Beauchamp, Aaron Nesmith, Derrick Brown"
65,Jahmir Young,CHI,PG,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642443.png,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,0.0024851390220517,"McKinley Wright IV, Demetrius Jackson, Chasson Randle"
66,Malevy Leons,OKC,SF,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642502.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0024851390220517,"Maxwell Lewis, Buddy Boeheim, Yuta Watanabe"
67,Elijah Harkless,UTA,SG,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641989.png,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,0.0024851390220517,"Marcus Garrett, Markel Brown, Dru Smith"
68,Dillon Jones,OKC,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641794.png,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,0.0024851390220517,"DeMarre Carroll, Victor Claver, Reggie Bullock"
69,Dalton Knecht,LAL,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642261.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0024851390220517,"Ziaire Williams, Timothé Luwawu-Cabarrot, Aaron Nesmith"
70,Cam Christie,LAC,SG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642353.png,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,0.0013422818791946,"Lonnie Walker IV, Colby Jones, Carsen Edwards"
71,AJ Johnson,2TM,SG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642358.png,,0.0011428571428571,"Keon Johnson, Rayan Rupert, Zhaire Smith"
72,Terrence Shannon Jr.,MIN,SG,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630545.png,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,0.0011428571428571,"A.J. Green, Skylar Mays, Amir Coffey"
73,Bronny James,LAL,SG,21.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642355.png,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,0.0,"Kyle Guy, Colby Jones, Ian Clark"
74,Yuki Kawamura,MEM,PG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642530.png,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,0.0,"Devon Dotson, Trent Forrest, Jason Preston"
75,Pacôme Dadiet,NYK,SG,20.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642359.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0,"Glenn Robinson III, Wendell Moore Jr., Carsen Edwards"
76,Isaac Jones,SAC,PF,25.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642403.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.0,"Tyler Cavanaugh, Isaiah Mobley, Jon Leuer"
77,Keaton Wallace,ATL,PG,26.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630811.png,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,0.0,"Malachi Flynn, Shabazz Napier, Jorge Gutiérrez"
78,Kevin McCullar Jr.,NYK,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641755.png,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,0.0,"Yuta Watanabe, Haywood Highsmith, Buddy Boeheim"
79,Luke Travers,CLE,SG,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631247.png,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,0.0,"Devyn Marble, Jaylen Morris, Jacob Evans"
80,Isaiah Crawford,SAC,SF,24.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642384.png,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,0.0,"Haywood Highsmith, Jacob Toppin, Jarell Eddie"
